"id","name","valueType","rank"
1028,"Imports of goods, services and primary income (BoP, current US$)","value","4.015"
2927,"Goods and services (BPM6): Trade openness indicators, average of imports and exports, services","percentage_of_gdp","4.015"
3411,"Fixed broadband Internet tariffs, PPP $/month","value","4.015"
2334,"Gross exports, foreign value added content","total","4.015"
3010,"Merchandise: Trade value indices of exports","value","4.015"
2926,"Goods and services (BPM6): Trade openness indicators, average of imports and exports, services","usd_millions","4.015"
2296,"Technical barriers to trade (initiation)","stc","4.015"
24659,"Government spending on travel and Tourism service","local_currency_real","4.015"
24658,"Government spending on travel and Tourism service","local_currency_nominal","4.015"
24663,"Government spending on travel and Tourism service","percentage_total_tourism_expenditure","4.015"
666,"Public trust in politicians","rank","4.015"
3412,"Fixed broadband Internet tariffs, PPP $/month","rank","4.015"
2295,"Technical barriers to trade (initiation)","hs","4.015"
24710,"Percent of the Population Without Postal Services","value","4.015"
2923,"Goods and services (BPM6): Trade openness indicators, exports, goods","percentage_of_gdp","4.016"
911,"Exports of goods and services (BoP, current US$)","value","4.016"
314,"Trade / Proportion of total sales that are exported indirectly %","value","4.016"
216,"Finance / Value of collateral needed for a loan % of the loan amount","value","4.016"
2332,"Gross exports, indirect domestic value added content","total","4.016"
536,"Quality of overall infrastructure","rank","4.016"
535,"Quality of overall infrastructure","value","4.016"
1904,"Share of tariff lines with specific rates, primary products (%)","value","4.016"
3326,"Governance of state-owned enterprises","value","4.016"
3399,"Gov't procurement of advanced tech, 1-7 (best)","value","4.016"
2922,"Goods and services (BPM6): Trade openness indicators, exports, goods","usd_millions","4.016"
1129,"Transport services (% of service imports, BoP)","value","4.016"
3400,"Gov't procurement of advanced tech, 1-7 (best)","rank","4.016"
2915,"Goods and services (BPM6): Trade openness indicators, exports, goods and services","usd_millions","4.017"
3453,"Gov't success in ICT promotion, 1-7 (best)","value","4.017"
2914,"Goods and services (BPM6): Trade openness indicators, exports, goods and services","percentage_of_gdp","4.017"
3454,"Gov't success in ICT promotion, 1-7 (best)","rank","4.017"
2329,"Gross exports, intermediate products","total","4.017"
3537,"WEF Safety and security pillar, 1-7 (best)","rank","4.017"
600,"Quality of scientific research institutions","rank","4.017"
3321,"Government involvement in network sectors","value","4.017"
24686,"Outbound Travel & Tourism Expenditure","percentage_gdp","4.017"
1907,"Tariff rate, applied, simple mean, manufactured products (%)","value","4.017"
24685,"Outbound Travel & Tourism Expenditure","usd_real","4.017"
24682,"Outbound Travel & Tourism Expenditure","local_currency_nominal","4.017"
24683,"Outbound Travel & Tourism Expenditure","local_currency_real","4.017"
228,"Firm Characteristics / Age of the establishment years","value","4.017"
24687,"Outbound Travel & Tourism Expenditure","percentage_growth","4.017"
599,"Quality of scientific research institutions","value","4.017"
1933,"Travel services (% of commercial service exports)","value","4.017"
24684,"Outbound Travel & Tourism Expenditure","usd_nominal","4.017"
3536,"WEF Safety and security pillar, 1-7 (best)","value","4.017"
3303,"Involvement in business operation","value","4.018"
2353,"Gross exports, partner shares","total","4.018"
567,"Quality of the education system","value","4.018"
2916,"Goods and services (BPM6): Trade openness indicators, imports, goods","usd_millions","4.018"
3451,"Government Online Service Index, 0-1 (best)","value","4.018"
1934,"Travel services (% of commercial service imports)","value","4.018"
1908,"Tariff rate, applied, simple mean, primary products (%)","value","4.018"
568,"Quality of the education system","rank","4.018"
2917,"Goods and services (BPM6): Trade openness indicators, imports, goods","percentage_of_gdp","4.018"
3452,"Government Online Service Index, 0-1 (best)","rank","4.018"
3429,"Households w/ Internet access, %","value","4.019"
1130,"Travel services (% of service exports, BoP)","value","4.019"
3430,"Households w/ Internet access, %","rank","4.019"
3316,"Legal barriers","value","4.019"
2909,"Goods and services (BPM6): Trade openness indicators, imports, goods and services","percentage_of_gdp","4.019"
2908,"Goods and services (BPM6): Trade openness indicators, imports, goods and services","usd_millions","4.019"
2333,"Gross exports, re-imported domestic value added content","total","4.019"
597,"State of cluster development, 1-7 (best)","value","4.019"
1910,"Tariff rate, applied, weighted mean, manufactured products (%)","value","4.019"
598,"State of cluster development, 1-7 (best)","rank","4.019"
2335,"Gross imports","total","4.020"
1131,"Travel services (% of service imports, BoP)","value","4.020"
3428,"Households w/ personal computer, %","rank","4.020"
1911,"Tariff rate, applied, weighted mean, primary products (%)","value","4.020"
2924,"Goods and services (BPM6): Trade openness indicators, imports, services","usd_millions","4.020"
3312,"Licences and permits system","value","4.020"
648,"Strength of investor protection","rank","4.020"
647,"Strength of investor protection","value","4.020"
2925,"Goods and services (BPM6): Trade openness indicators, imports, services","percentage_of_gdp","4.020"
3427,"Households w/ personal computer, %","value","4.020"
3458,"ICT PCT patents, applications/million pop.","rank","4.021"
3308,"Other barriers to trade and investment","value","4.021"
2336,"Gross imports, final products","total","4.021"
1804,"Commercial service exports (current US$)","value","4.021"
2920,"Goods and services (BPM6): Trade openness indicators, sum of imports and exports, goods","usd_millions","4.021"
2921,"Goods and services (BPM6): Trade openness indicators, sum of imports and exports, goods","percentage_of_gdp","4.021"
554,"Value chain breadth, 1-7 (best)","rank","4.021"
3457,"ICT PCT patents, applications/million pop.","value","4.021"
1913,"Tariff rate, most favored nation, simple mean, manufactured products (%)","value","4.021"
553,"Value chain breadth, 1-7 (best)","value","4.021"
3468,"ICT use & gov't efficiency, 1-7 (best)","rank","4.022"
3293,"Market size","rank","4.022"
3311,"Price controls","value","4.022"
3292,"Market size","value","4.022"
2912,"Goods and services (BPM6): Trade openness indicators, sum of imports and exports, goods and services","usd_millions","4.022"
2913,"Goods and services (BPM6): Trade openness indicators, sum of imports and exports, goods and services","percentage_of_gdp","4.022"
1914,"Tariff rate, most favored nation, simple mean, primary products (%)","value","4.022"
2360,"Gross imports, partner shares","total","4.022"
1805,"Commercial service imports (current US$)","value","4.022"
3467,"ICT use & gov't efficiency, 1-7 (best)","value","4.022"
2929,"Goods and services (BPM6): Trade openness indicators, sum of imports and exports, services","percentage_of_gdp","4.023"
1916,"Tariff rate, most favored nation, weighted mean, manufactured products (%)","value","4.023"
2928,"Goods and services (BPM6): Trade openness indicators, sum of imports and exports, services","usd_millions","4.023"
3300,"Product Market Regulation","value","4.023"
2338,"Gross trade, balance","total","4.023"
3443,"ICT use for business-to-business transactions, 1-7 (best)","value","4.023"
1806,"Computer, communications and other services (% of commercial service exports)","value","4.023"
3444,"ICT use for business-to-business transactions, 1-7 (best)","rank","4.023"
1917,"Tariff rate, most favored nation, weighted mean, primary products (%)","value","4.024"
1807,"Computer, communications and other services (% of commercial service imports)","value","4.024"
3463,"Impact of ICTs on access to basic services, 1-7 (best)","value","4.024"
3302,"Public ownership","value","4.024"
2355,"Industry domestic value added contribution to gross exports","total","4.024"
3464,"Impact of ICTs on access to basic services, 1-7 (best)","rank","4.024"
3328,"Regulatory protection of incumbents","value","4.025"
3456,"Impact of ICTs on business models, 1-7 (best)","rank","4.025"
2356,"Industry foreign value added contribution to gross exports","total","4.025"
1832,"Insurance and financial services (% of commercial service exports)","value","4.025"
3455,"Impact of ICTs on business models, 1-7 (best)","value","4.025"
3459,"Impact of ICTs on new organizational models, 1-7 (best)","value","4.026"
1833,"Insurance and financial services (% of commercial service imports)","value","4.026"
2368,"Country Growth (%)","value","4.026"
3309,"Scope of state-owned enterprises","value","4.026"
3460,"Impact of ICTs on new organizational models, 1-7 (best)","rank","4.026"
2340,"Production","total","4.026"
24713,"Does the country have a legal framework for electronic transactions/e-signature? ","value","4.026"
2990,"International trade in related services: Computer & information exports","usd_millions","4.027"
2339,"Re-exported intermediate imports","total","4.027"
3449,"Importance of ICTs to gov't vision, 1-7 (best)","value","4.027"
3301,"State control","value","4.027"
24714,"Does the country have a legal framework for data protection / privacy online?","value","4.027"
3450,"Importance of ICTs to gov't vision, 1-7 (best)","rank","4.027"
2377,"Duty Free Imports (US$ Thousand)","value","4.027"
2991,"International trade in related services: Computer & information exports","percentage_of_total_services_trade","4.027"
24715,"Does the country have a legal framework for consumer protection when purchasing online?","value","4.028"
3425,"Individuals using Internet, %","value","4.028"
2992,"International trade in related services: Computer & information imports","usd_millions","4.028"
3318,"Tariff barriers","value","4.028"
3426,"Individuals using Internet, %","rank","4.028"
2993,"International trade in related services: Computer & information imports","percentage_of_total_services_trade","4.028"
